original_course_id,original_course_fullname,original_course_shortname,original_course_startdate,moodle_release,backup_date
466,MT171 - 2024/2025: One variable Calculus and Differential Equations for non majors,MT171-2024/2025,1742860800,4.5.2 (Build: 20250210),1787172898
