original_course_id,original_course_fullname,original_course_shortname,original_course_startdate,moodle_release,backup_date
367,MT171 - 2023/2024: One variable Calculus and Differential Equatios for non majors ,MT171-2023/2024,1711238400,4.5.2 (Build: 20250210),1787260220
